Id,color1,color2,color3,color4,color5
140,[234.25765115 171.39195692 165.51569763],[244.9152925  221.64753032 221.61296247],[167.3810961  108.65704289  96.98424229],[220.40956547 124.29503845 129.63805554],[ 87.38439716 186.7536643  216.88534279],
141,[156.91452774 116.26539711  93.78689255],[74.57320601 56.15888962 46.61065654],[178.15368807 149.46714024 135.47178662],[130.44814481  76.88946718  56.11013599],[206.17585269 199.31260974 196.72605081],
142,[145.62487607  89.43458063  62.65337223],[181.64239363 172.43163008 160.0450748 ],[52.4558159  47.69218262 40.1486469 ],[88.20664008 71.08727033 55.24118611],[163.25188963 132.69419631 109.86439558],
143,[141.44779006  78.02778965  51.44656854],[175.68341614 164.91871427 151.18503267],[152.0377301  124.32558405 101.52986013],[49.1847108  44.99748111 39.61506107],[92.43895295 71.22805102 54.56453546],
144,[106.74952936  84.69965636  63.87569102],[166.94881806 138.27894513 118.65957975],[166.5022933   97.95795621  86.99801248],[55.79127803 49.25070547 38.49911682],[185.25301547 180.43398156 176.47546913],
145,[176.89868732 146.07799947 117.2534261 ],[150.89980286 119.88872416  86.94165757],[197.57887517 189.22002743 182.52866941],[67.87421947 56.51941422 63.45392047],[124.10848908  89.87597927  67.68979095],
146,[138.20197205  79.08230902  60.11393835],[187.28182166 178.48373517 175.80798571],[96.71800656 62.00930211 49.46696588],[165.85309228 121.65061321 112.40688193],[51.61929435 43.32334409 39.52375859],
147,[159.71453406 103.7372549   92.14327875],[201.5257753  193.9919736  190.12501159],[62.98813692 51.33870806 59.97067237],[111.66735098  86.34670563  75.02125399],[179.48203222 149.05746592 134.10105771],
148,[ 37.50320171  58.99519744 125.72296336],[181.41753524 178.44441871 176.2365158 ],[100.69995093  81.72463199  69.55922473],[36.00269037 33.94441445 32.75626513],[152.27680619 130.10297002 118.51683934],
149,[127.90627087  86.7942115   64.52084106],[60.80685816 54.86100535 48.45407008],[161.90133173 131.7083852  111.24012581],[39.32657917 99.68961547 91.68692916],[190.3699679  184.33673265 182.61318042],
150,[178.20339883 144.14922995 146.14179501],[137.09362055  91.75269263  95.26263463],[159.4027027  115.03088803 120.11737452],[107.70266041  66.47339593  64.90923318],[193.90522648 185.37630662 173.00069686],
151,[183.33915866 180.00371332 174.77068294],[96.2193431  78.76011555 56.3605007 ],[165.24244436 144.50274274 112.44042836],[137.38978313 112.44890651  79.58496702],[45.46865358 42.08045816 53.35483871],
152,[53.59415721 47.39524436 41.84467224],[97.39170718 76.82382042 61.33297112],[130.11684431 126.36437892 144.50157718],[151.00702988  95.33699473  67.20515315],[176.4138478  141.6748151  159.90744453],
153,[177.1539788  193.76261993 203.56242553],[170.43046651 125.29444582  98.61928377],[222.03606795 178.51780545 144.77047151],[ 96.52688491 102.68062508 123.94227113],[247.36460964 246.51509948 247.35289365],
154,[47.50005998 39.96519822 30.62818629],[194.2008959  188.46665472 181.70180971],[141.10304961  93.86751607  61.65941131],[168.90355808 137.25608448 114.83922015],[93.00832693 66.97171039 41.47571704],
155,[139.27457189  85.37192266  71.3017012 ],[168.62734523 132.14342078 101.26268625],[42.61073246 39.64686199 37.82050887],[75.65964646 60.47148184 54.11918243],[193.20211864 188.64687093 181.42063233],
156,[145.1430253  113.98552766  76.57075044],[215.23991587 209.92252685 201.11346804],[233.74601834  12.09375     57.9546332 ],[69.02251981 68.31908257 50.45825622],[198.08478837 160.12869253 124.1247988 ],
157,[217.58447405 210.59197018 205.8744602 ],[ 51.33264333 108.20734969 165.30270962],[70.4869644  88.37131392 54.81975405],[192.42115402 151.02534558 125.94267368],[144.97179791 113.24968529  81.70555963],
158,[96.6064807  62.54085825 52.00315419],[181.00698069 177.59587173 172.94580836],[56.94583503 45.19541107 41.39087302],[131.60232051  80.10391729  75.10885698],[150.34079439 129.2207497  112.69110452],
159,[39.53822753 36.34333309 33.88366808],[198.02611241 196.42125293 195.0117096 ],[164.63175364 135.53272916 117.8756061 ],[71.07237591 59.52643789 57.67580758],[123.23119244  92.65874297  73.64149025],
160,[152.79429429 119.51479528  90.81780561],[108.84462946  62.98091241  49.02387669],[165.73187583 162.46357551 153.29431222],[83.78417512 46.82763748 36.0863397 ],[129.92797362  82.51334711  63.26381149],
161,[170.73511046 124.68241166 115.81172241],[ 55.79175514  89.16948716 121.73090535],[63.57694907 59.7747997  57.89188841],[185.02079069 180.13958248 177.08696616],[123.59936795 101.43023066  73.47691731],
162,[167.60720691 163.90970524 156.89164266],[38.58410614 48.96486834 98.4481825 ],[51.88065457 45.60354561 40.72325762],[142.75072193 117.19599044  95.18375403],[98.38420425 76.87809602 60.74803531],
163,[213.11579967 208.10390149 200.49903154],[153.22515496 113.96364408  85.88967339],[106.71085944  74.60668365  58.78595597],[59.04208914 48.09422854 43.45469953],[178.34488562 146.22560152 124.50828494],
164,[ 53.94617586  91.22022579 156.50381619],[163.21644693 135.24347909 118.78374277],[123.59088382  93.2375542   78.1354975 ],[44.3100505  40.99814667 41.72936256],[189.45069727 187.50408212 187.40007614],
165,[50.30857007 41.15793908 37.13493415],[109.09083844  72.66806555  55.35922373],[125.48372189 143.57545512 161.26845221],[161.21069209 131.81604856 104.86848692],[ 34.74133463  58.03911565 129.52032718],
166,[31.58705719 31.63468592 33.99233194],[98.26923836 90.35329519 84.88200474],[187.03823529 232.97205882 249.95147059],[188.55023291 186.47848154 186.72620455],[51.52032948 48.44523581 46.8577091 ],
167,[227.99397724 118.85201471 119.64188553],[245.5431845  243.84492189 235.10812212],[98.36760608 89.46692723 85.95522974],[172.48885139 119.49615524 115.22511751],[217.19447979 181.61831588 170.3348341 ],
168,[ 95.19318851  89.57818203 124.13381608],[87.95099412 70.67232068 70.76159139],[180.26491354 113.10446957 110.98231915],[52.34695875 45.79672182 41.89825216],[159.05368886 145.18766204 147.05980118],
169,[164.30229769 135.83432193 101.6180218 ],[62.02159296 54.33588858 41.1566687 ],[107.88614378 120.4724596  141.8703218 ],[106.39006701 106.30245697  72.89951386],[186.97632467 170.81731353 148.65136686],
170,[175.91846689 135.84233898 110.77769487],[248.8239055   28.40572172  29.5923277 ],[ 58.02100023 128.81082584 164.58602015],[80.24264872 66.88367225 55.89618944],[209.54493979 209.977661   195.82681456],
171,[77.50116717 90.75331325 76.32368223],[163.46287543 104.9953319  103.38137459],[202.80220454 198.64022983 177.40396913],[231.58186764  78.00512764 106.79230303],[230.67672827 173.91258139 139.45193412],
172,[115.27080045 104.82667278  99.4006686 ],[40.24923428 32.52639776 24.95862534],[107.48375182  75.34935812  67.52631579],[78.58763847 52.03557918 42.50117369],[189.4410547   45.24820222  77.15123121],
173,[ 50.69142545 152.78590934 147.21927908],[167.98110518 120.87854278  82.44923261],[196.99856829 151.65393465 113.12060132],[90.3794637  77.28092435 57.40043601],[212.04073511 192.9064648  176.0215433 ],
174,[172.61923624 130.39029886 109.27141841],[205.41838567 174.78866715 153.1469981 ],[74.92095374 55.63708055 49.90864825],[118.16251666 101.29115522  73.99363471],[141.00534009 135.60230176 136.35688802],
175,[117.97680133  86.39715362  70.74282022],[231.2396814  213.94898053 181.32470774],[217.73609288 173.21299007 129.3675753 ],[  6.24932127 138.26346154 210.20995475],[177.67526803 122.26742417  90.95881976],
176,[196.9222286  190.0016779  183.86165209],[60.77700175 50.46617525 48.66366903],[155.20692311 133.60844854 128.74357376],[143.63825903 104.6150269   74.6772867 ],[219.30181471  85.83848031 132.47819166],
177,[218.14624904 172.38255331 139.87096384],[227.79864585 223.76631611 216.49832476],[144.03157452 106.83213357  83.36006372],[249.45196655  30.91240958  52.72603978],[ 38.68454631 177.55458412 198.59333648],
178,[164.75788883  52.32442806  39.51412404],[219.06358033 204.92782728 177.12463152],[145.01776385  48.57674892  33.97350159],[181.72188019  59.56681814  47.42763608],[206.4943391 190.7456609 162.1693564],
179,[172.13863872 132.03950069 108.64613564],[230.48804884 226.57311884 221.40753261],[90.14982675 78.72690229 68.19567568],[226.43187747 172.96211979 156.87978377],[173.85335764 193.71054578 197.26845248],
180,[186.46710153 136.42954593 105.59794907],[137.78155481 101.31336189  70.3819091 ],[102.89585783  90.43267588 119.35280545],[195.35537002 185.16836107 175.66816228],[54.0335245  43.68831722 42.93717844],
181,[175.87527549 150.40633265 125.18502057],[122.26192998 108.77843126  95.73954733],[67.47517208 60.10814421 52.7974511 ],[210.18981406 204.91139405 192.86912631],[175.93501954  19.0167592  114.97480979],
182,[47.54846965 46.249839   42.48742501],[183.22312755 181.92193924 175.30767956],[156.9975988   97.28997994  86.31461341],[165.29685391 147.30063768 127.44341545],[96.26970173 79.04567081 63.15614056],
183,[148.20001688  80.27349764  71.99787306],[50.31964679 31.22417535 20.08858158],[244.24518315  16.42525937 171.38016091],[201.32435915 143.55062419 131.53660758],[207.88439571 200.54642497 175.56508659],
184,[58.60337003 46.12102058 42.65248461],[163.30877026 154.99072482 144.98214482],[151.33342503 114.49359981  93.15472126],[233.0281498  231.76946925  54.62549603],[109.55961447  75.79597712  63.87206209],
185,[ 80.23180464 103.25226907  55.01529267],[187.30023162 178.39485834 166.78356572],[165.02602395 131.49695079 100.16544229],[135.81281216  97.32920738  72.21878393],[67.00077377 56.32861012 43.38204855],
186,[189.26656942 182.95094184 163.68326251],[78.51101703 59.64282912 47.2491255 ],[128.60294716  91.16537872  62.5462879 ],[165.29114553 122.40821136  83.76141058],[ 39.85119554  81.15004256 143.08395883],
187,[98.7230346  77.93235848 70.0951788 ],[48.09481345 43.83960181 44.72175004],[175.67302673 166.88040488 162.41729562],[ 78.87944027 100.83534783 132.89195579],[164.14315917 114.82957817 112.96657606],
188,[104.10301791  67.32135658  57.53009012],[159.8259179  126.81773755 106.78561108],[187.51549827 177.89120241 160.08390598],[38.87066906 36.22313961 38.99650111],[138.54191903  87.02291361  67.42339815],
189,[128.46242727  92.62349144  77.27845967],[66.94495138 54.67286751 50.93699148],[ 75.61271278 142.91656007  65.12624225],[171.82623559 133.94430064 110.06365989],[205.95867778 199.8558149  190.52740259],
190,[175.84320255 125.35487369  98.36859714],[58.7880819  45.1539574  35.55371408],[201.98312016 197.15183508 191.94984038],[128.01054564  86.28426094  74.81993003],[197.78827869 126.0932481  143.23078333],
191,[163.77742376 182.01456532  15.19981793],[138.84051713 107.64144018  88.88229737],[178.5938451 175.8435598 164.385889 ],[50.5248612  51.71665638 70.10043183],[155.59942058 151.58300794 141.60313642],
192,[74.71119899 65.34399358 54.92048754],[239.9684296  238.86671404  59.38493554],[207.61752557 201.37858432 187.69288149],[184.05068295 160.3976228  126.18983452],[159.87184934 118.86069334  83.31080412],
193,[184.28876748 160.23905905 115.93927985],[154.78642301 122.04860138  82.93791692],[81.86959267 61.21945058 45.6731923 ],[198.92071597 197.65209362 159.75745339],[218.64004397 214.98697265 198.75461042],
194,[176.63292061 178.24326293 176.21849964],[170.49556599 136.39645279 109.86332812],[112.19543974  83.19869707  65.00325733],[153.87777778 119.2959596   95.45454545],[110.5915493  117.24413146 120.74178404],
195,[117.15131922  62.11052769  62.25214083],[212.56505737  70.90712275 146.64949123],[177.25727985 116.49459211  98.65089548],[60.45579021 46.34204039 42.29765598],[199.81071928 194.5238684  189.02505107],
196,[163.72934583 137.70980965 110.18955682],[99.43984432 73.52701657 58.62470412],[139.68847097 107.79846591  82.08382977],[55.11659609 44.58421687 39.33607926],[212.1457763  209.72604615 204.19241298],
197,[249.04033522 115.15356325 121.81574822],[183.74677335 151.06942262 119.21130003],[60.10072168 48.34159316 43.71402867],[211.08351435 198.96635426 177.53983564],[119.70420396  95.81299616  83.82783773],
198,[180.56274771 147.90943855 134.27495071],[75.89787569 37.02376082 33.30943014],[208.12475844  47.74910807  90.75750706],[153.38646487  76.71210307  65.56554433],[214.10037085 195.7825876  187.70509132],
199,[214.2888003  214.95614686  69.3251437 ],[66.25625952 52.15021777 47.08857731],[149.91319531 114.76591595  84.70364904],[183.02083732 176.55771363 162.8326515 ],[ 67.18525826  68.51295718 112.64794746],
200,[63.28453145 46.27266916 33.14014746],[205.20640897 129.43160333 104.54088902],[136.26371691  79.18433857  59.71380588],[230.29609225  33.88737988  10.22383088],[202.06489684 183.56057871 165.63422288],
201,[131.77330641  82.02989503  52.20288229],[200.04156688 124.54332127  78.00321173],[63.38370621 42.1083458  30.55264412],[201.253977   176.39608973 134.41553517],[136.44408466 125.78544727 112.52411415],
202,[161.03150685 121.62175975  88.10231823],[66.83963946 55.65459008 47.56354818],[118.96234926  88.36701286  66.80545299],[183.2524666  148.85254928 112.50500836],[214.61981926 211.87644126  82.77531941],
203,[71.51732558 50.09986666 37.82859716],[149.59691182  90.6161885   66.9362206 ],[209.29946847  40.49867118  25.37871467],[191.27524103 176.65382298 161.42203401],[187.3691952  136.34973389 106.28527499],
204,[159.57268609 161.31564237 156.91936261],[123.32107478  99.76393297  87.39616151],[181.86075172 133.53523174 102.58178431],[85.69601501 62.43131952 51.55675353],[224.58038601 214.98667581  58.3527971 ],
205,[191.55787064 183.7369922  163.98907772],[127.69068885  80.84390309  57.81061059],[74.2381069  51.37764134 39.86300802],[233.2380804  102.01610055  19.67715799],[179.17443898 121.66032632  84.67829253],
206,[164.33095699 150.00350608 106.51524309],[ 66.18098655  90.33650224 136.04505232],[199.78484021 198.70575445 192.14841222],[68.48577442 55.69920818 49.00206189],[127.4573888   99.12719367  69.42832097],
207,[180.29300933 163.36031921 136.60309728],[202.50404133 192.51772949 171.88147781],[78.043125  1.085    28.05875 ],[164.38139472 140.86039241 114.91884544],[191.10276552 179.3773055  156.0588077 ],
208,[229.51676054 222.73760132 212.94030773],[186.40907539 146.26771536 115.70618117],[67.06579259 41.4767761  31.82969136],[165.02157664  99.53324634  68.74189302],[117.01897585  76.75258467  54.91029007],
209,[214.51572765 205.10186259 193.06669758],[188.4684819 126.8248879 123.3893756],[79.24532446 54.48741764 43.27780498],[220.25917567  62.0315952  167.20513125],[130.5828035   88.10278464  77.58618965],
210,[213.16550488 208.46325433 194.25502888],[43.93263483 41.57214837 42.44121423],[130.82671813  92.3619599   74.45377935],[178.24950032 145.22936409 115.35499428],[226.07434332 207.74343317  51.30037802],
211,[93.82187859 60.2324623  48.41944601],[155.39936771 120.54727343  93.19099356],[46.00679602 36.98479975 33.95787508],[181.28741585 168.08868462 148.11444847],[131.53723203  81.76214848  60.75475102],
212,[124.02236017  83.88379942  61.69449132],[161.70123949 127.73510266 100.20504046],[206.69483848 198.42640984 181.6857797 ],[74.33826709 50.31653981 38.25821365],[213.59178674 194.31512968  35.83616715],
213,[197.71914894 157.16453901  35.47659574],[ 99.8115881  125.42789001  90.09553872],[207.03964646 210.48590067 202.4881734 ],[182.33452239 186.66257101 171.39701414],[71.87075128 94.38694384 66.53435449],
214,[189.60427961 132.99740732 109.39149466],[75.83957184 58.406897   47.3171574 ],[147.77805    109.9777      85.38613333],[116.28265716  84.02121753  62.10118348],[206.30688195 202.50684257 192.12365856],
215,[178.50315789 130.79619261 113.9718701 ],[64.71417666 52.94756484 43.5909515 ],[208.04773419 208.21417986 206.13860073],[124.64055622  89.72960678  66.44884428],[ 69.41705997  99.68883597 142.68960092],
216,[198.17816667 188.4075     180.80766667],[143.43062236  86.98462323  61.73126366],[98.71292067 62.8438993  48.030871  ],[104.4297554  137.13112624  93.40368247],[38.969064   33.70394737 35.4545006 ],
217,[237.42677211 238.00278266 236.99838899],[163.8682901  134.55767109 119.58479197],[129.24247341  93.35602993  74.21244584],[247.93375012  93.57002893 130.47494635],[57.23607646 49.19425325 45.47762316],
218,[91.48917356 77.37066942 55.39739327],[202.97806524 203.90241845 194.05835208],[153.69531047 127.57748352  94.45288298],[213.79483786 202.32022313  63.34130661],[35.9006985  35.48559642 34.76314371],
